#source,ID
bigg.metabolite:5mti,MNXM1091988
bigg.metabolite:5ohhip,MNXM1091989
bigg.metabolite:5ohhipcoa,MNXM1091990
bigg.metabolite:5phdt,MNXM1091991
bigg.metabolite:5phua,MNXM1091992
bigg.metabolite:6ahglz,MNXM1091993
bigg.metabolite:6ath2coa,MNXM1091994
bigg.metabolite:6atha,MNXM1091995
bigg.metabolite:6athcoa,MNXM1091996
bigg.metabolite:6cthydptn,MNXM1091997
bigg.metabolite:6epvs,MNXM1091998
bigg.metabolite:6m3hhACP,MNXM1091999
bigg.metabolite:udpgalur,MNXM1092
bigg.metabolite:6m3hoACP,MNXM1092000
bigg.metabolite:6m3oACP,MNXM1092001
bigg.metabolite:6m3ohACP,MNXM1092002
bigg.metabolite:6mhACP,MNXM1092003
bigg.metabolite:6moACP,MNXM1092004
bigg.metabolite:6mth2eACP,MNXM1092005
bigg.metabolite:6mto2eACP,MNXM1092006
bigg.metabolite:78dhptn,MNXM1092007
bigg.metabolite:7ahglz,MNXM1092008
bigg.metabolite:7am7dgtrna,MNXM1092009
bigg.metabolite:7dhcdchol,MNXM1092010
bigg.metabolite:7dhchol,MNXM1092011
bigg.metabolite:7m3hoACP,MNXM1092012
bigg.metabolite:7me3oxoacp,MNXM1092013
bigg.metabolite:7moACP,MNXM1092014
bigg.metabolite:7mto2eACP,MNXM1092015
bigg.metabolite:8m3hdACP,MNXM1092016
bigg.metabolite:8m3hnACP,MNXM1092017
bigg.metabolite:8m3odACP,MNXM1092018
bigg.metabolite:8m3oxACP,MNXM1092019
bigg.metabolite:8mcACP,MNXM1092020
bigg.metabolite:8mdACP,MNXM1092021
bigg.metabolite:8mtd2eACP,MNXM1092022
bigg.metabolite:8mtn2eACP,MNXM1092023
bigg.metabolite:8oxdgmp,MNXM1092024
bigg.metabolite:8oxdgtp,MNXM1092025
bigg.metabolite:8oxgtp,MNXM1092026
bigg.metabolite:9m3hdACP,MNXM1092027
bigg.metabolite:9m3odACP,MNXM1092028
bigg.metabolite:9mdACP,MNXM1092029
bigg.metabolite:9mtd2eACP,MNXM1092030
bigg.metabolite:9ohadd,MNXM1092031
bigg.metabolite:ACP_2,MNXM1092032
bigg.metabolite:AppppA,MNXM1092033
bigg.metabolite:C100aPHA,MNXM1092034
bigg.metabolite:C100pPHA,MNXM1092035
bigg.metabolite:C101PAH,MNXM1092036
bigg.metabolite:C120aPHA,MNXM1092037
bigg.metabolite:C121aPHA,MNXM1092038
bigg.metabolite:C121d6PHA,MNXM1092039
bigg.metabolite:C140aPHA,MNXM1092040
bigg.metabolite:C141aPHA,MNXM1092041
bigg.metabolite:C141d5PHA,MNXM1092042
bigg.metabolite:C142PHA,MNXM1092043
bigg.metabolite:C40aPHA,MNXM1092044
bigg.metabolite:C40atPHA,MNXM1092045
bigg.metabolite:C40pPHA,MNXM1092046
bigg.metabolite:C50aPHA,MNXM1092047
bigg.metabolite:C50pPHA,MNXM1092048
bigg.metabolite:C60aPHA,MNXM1092049
bigg.metabolite:C60atPHA,MNXM1092050
bigg.metabolite:C60pPHA,MNXM1092051
bigg.metabolite:C70aPHA,MNXM1092052
bigg.metabolite:C70pPHA,MNXM1092053
bigg.metabolite:C80aPHA,MNXM1092054
bigg.metabolite:C80pPHA,MNXM1092055
bigg.metabolite:C90aPHA,MNXM1092056
bigg.metabolite:C90pPHA,MNXM1092057
bigg.metabolite:CDPdag_LM,MNXM1092058
bigg.metabolite:CE5116,MNXM1092059
bigg.metabolite:CELLWALL,MNXM1092060
bigg.metabolite:CLP,MNXM1092061
bigg.metabolite:CPS_LLA,MNXM1092062
bigg.metabolite:DMino14bp,MNXM1092063
bigg.metabolite:DNA,MNXM1092064
bigg.metabolite:DNA_LLA,MNXM1092065
bigg.metabolite:HC00005,MNXM1092066
bigg.metabolite:HC00006,MNXM1092067
bigg.metabolite:HC00007,MNXM1092068
bigg.metabolite:HC00008,MNXM1092069
bigg.metabolite:HC00009,MNXM1092070
bigg.metabolite:HC00617,MNXM1092071
bigg.metabolite:HC00619,MNXM1092072
bigg.metabolite:HC02048,MNXM1092073
bigg.metabolite:HC10784,MNXM1092074
bigg.metabolite:Hb,MNXM1092075
bigg.metabolite:LAM,MNXM1092076
bigg.metabolite:LIPID,MNXM1092077
bigg.metabolite:LM,MNXM1092078
bigg.metabolite:LPS11_ST,MNXM1092079
bigg.metabolite:LPS11_VL,MNXM1092080
bigg.metabolite:LPS11__L,MNXM1092081
bigg.metabolite:LPS13_ST,MNXM1092082
bigg.metabolite:LPS13_VL,MNXM1092083
bigg.metabolite:LPS13__L,MNXM1092084
bigg.metabolite:LPS16_ST,MNXM1092085
bigg.metabolite:LPS16_VL,MNXM1092086
bigg.metabolite:LPS16__L,MNXM1092087
bigg.metabolite:LPS17_ST,MNXM1092088
bigg.metabolite:LPS17_VL,MNXM1092089
bigg.metabolite:LPS17__L,MNXM1092090
bigg.metabolite:LPS18_ST,MNXM1092091
bigg.metabolite:LPS18_VL,MNXM1092092
bigg.metabolite:LPS18__L,MNXM1092093
bigg.metabolite:LPS1_3_19_ST,MNXM1092094
bigg.metabolite:LPS1_3_19_VL,MNXM1092095
bigg.metabolite:LPS1_3_19__L,MNXM1092096
bigg.metabolite:LPS21_ST,MNXM1092097
bigg.metabolite:LPS21_VL,MNXM1092098
bigg.metabolite:LPS21__L,MNXM1092099
bigg.metabolite:LPS28ab_ST,MNXM1092100
bigg.metabolite:LPS28ab_VL,MNXM1092101
bigg.metabolite:LPS28ab__L,MNXM1092102
bigg.metabolite:LPS28ac_ST,MNXM1092103
bigg.metabolite:LPS28ac_VL,MNXM1092104
bigg.metabolite:LPS28ac__L,MNXM1092105
bigg.metabolite:LPS2_ST,MNXM1092106
bigg.metabolite:LPS2_VL,MNXM1092107
bigg.metabolite:LPS2__L,MNXM1092108
bigg.metabolite:LPS30_ST,MNXM1092109
bigg.metabolite:LPS30_VL,MNXM1092110
bigg.metabolite:LPS30__L,MNXM1092111
bigg.metabolite:LPS35_ST,MNXM1092112
bigg.metabolite:LPS35_VL,MNXM1092113
bigg.metabolite:LPS35__L,MNXM1092114
bigg.metabolite:LPS38_ST,MNXM1092115
bigg.metabolite:LPS38_VL,MNXM1092116
bigg.metabolite:LPS38__L,MNXM1092117
bigg.metabolite:LPS39_ST,MNXM1092118
bigg.metabolite:LPS39_VL,MNXM1092119
bigg.metabolite:LPS39__L,MNXM1092120
bigg.metabolite:LPS3_10_ST,MNXM1092121
bigg.metabolite:LPS3_10_VL,MNXM1092122
bigg.metabolite:LPS3_10__L,MNXM1092123
bigg.metabolite:LPS40_ST,MNXM1092124
bigg.metabolite:LPS40_VL,MNXM1092125
bigg.metabolite:LPS40__L,MNXM1092126
bigg.metabolite:LPS41_ST,MNXM1092127
bigg.metabolite:LPS41_VL,MNXM1092128
bigg.metabolite:LPS41__L,MNXM1092129
bigg.metabolite:LPS42_ST,MNXM1092130
bigg.metabolite:LPS42_VL,MNXM1092131
bigg.metabolite:LPS42__L,MNXM1092132
bigg.metabolite:LPS43_ST,MNXM1092133
bigg.metabolite:LPS43_VL,MNXM1092134
bigg.metabolite:LPS43__L,MNXM1092135
bigg.metabolite:LPS44_ST,MNXM1092136
bigg.metabolite:LPS44_VL,MNXM1092137
bigg.metabolite:LPS44__L,MNXM1092138
bigg.metabolite:LPS45_ST,MNXM1092139
bigg.metabolite:LPS45_VL,MNXM1092140
bigg.metabolite:LPS45__L,MNXM1092141
bigg.metabolite:LPS47_ST,MNXM1092142
bigg.metabolite:LPS47_VL,MNXM1092143
bigg.metabolite:LPS47__L,MNXM1092144
bigg.metabolite:LPS48_ST,MNXM1092145
bigg.metabolite:LPS48_VL,MNXM1092146
bigg.metabolite:LPS48__L,MNXM1092147
bigg.metabolite:LPS4_ST,MNXM1092148
bigg.metabolite:LPS4_VL,MNXM1092149
bigg.metabolite:LPS4__L,MNXM1092150
bigg.metabolite:LPS50_ST,MNXM1092151
bigg.metabolite:LPS50_VL,MNXM1092152
bigg.metabolite:LPS50__L,MNXM1092153
bigg.metabolite:LPS51_ST,MNXM1092154
bigg.metabolite:LPS51_VL,MNXM1092155
bigg.metabolite:LPS51__L,MNXM1092156
bigg.metabolite:LPS52_ST,MNXM1092157
bigg.metabolite:LPS52_VL,MNXM1092158
bigg.metabolite:LPS52__L,MNXM1092159
bigg.metabolite:LPS53_ST,MNXM1092160
bigg.metabolite:LPS53_VL,MNXM1092161
bigg.metabolite:LPS53__L,MNXM1092162
bigg.metabolite:LPS54,MNXM1092163
bigg.metabolite:LPS55_ST,MNXM1092164
bigg.metabolite:LPS55_VL,MNXM1092165
bigg.metabolite:LPS55__L,MNXM1092166
bigg.metabolite:LPS56_ST,MNXM1092167
bigg.metabolite:LPS56_VL,MNXM1092168
bigg.metabolite:LPS56__L,MNXM1092169
bigg.metabolite:LPS57_ST,MNXM1092170
bigg.metabolite:LPS57_VL,MNXM1092171
bigg.metabolite:LPS57__L,MNXM1092172
bigg.metabolite:LPS58_ST,MNXM1092173
bigg.metabolite:LPS58_VL,MNXM1092174
bigg.metabolite:LPS58__L,MNXM1092175
bigg.metabolite:LPS59_ST,MNXM1092176
bigg.metabolite:LPS59_VL,MNXM1092177
bigg.metabolite:LPS59__L,MNXM1092178
bigg.metabolite:LPS60_ST,MNXM1092179
bigg.metabolite:LPS60_VL,MNXM1092180
bigg.metabolite:LPS60__L,MNXM1092181
bigg.metabolite:LPS62_ST,MNXM1092182
bigg.metabolite:LPS62_VL,MNXM1092183
bigg.metabolite:LPS62__L,MNXM1092184
bigg.metabolite:LPS63_ST,MNXM1092185
bigg.metabolite:LPS63_VL,MNXM1092186
bigg.metabolite:LPS63__L,MNXM1092187
bigg.metabolite:LPS65_ST,MNXM1092188
bigg.metabolite:LPS65_VL,MNXM1092189
bigg.metabolite:LPS65__L,MNXM1092190
bigg.metabolite:LPS66_ST,MNXM1092191
bigg.metabolite:LPS66_VL,MNXM1092192
bigg.metabolite:LPS66__L,MNXM1092193
bigg.metabolite:LPS67,MNXM1092194
bigg.metabolite:LPS6_14_ST,MNXM1092195
bigg.metabolite:LPS6_14_VL,MNXM1092196
bigg.metabolite:LPS6_14__L,MNXM1092197
bigg.metabolite:LPS7_ST,MNXM1092198
bigg.metabolite:LPS7_VL,MNXM1092199
bigg.metabolite:LPS7__L,MNXM1092200
bigg.metabolite:LPS8_ST,MNXM1092201
bigg.metabolite:LPS8_VL,MNXM1092202
bigg.metabolite:LPS8__L,MNXM1092203
bigg.metabolite:LPS9_46_27_ST,MNXM1092204
bigg.metabolite:LPS9_46_27_VL,MNXM1092205
bigg.metabolite:LPS9_46_27__L,MNXM1092206
bigg.metabolite:LPS9_46_ST,MNXM1092207
bigg.metabolite:LPS9_46_VL,MNXM1092208
bigg.metabolite:LPS9_46__L,MNXM1092209
bigg.metabolite:LPS9_ST,MNXM1092210
bigg.metabolite:LPS9_VL,MNXM1092211
bigg.metabolite:LPS9__L,MNXM1092212
bigg.metabolite:LTA,MNXM1092213
bigg.metabolite:LTAAlaGal_LLA,MNXM1092214
bigg.metabolite:LTA_LLA,MNXM1092215
bigg.metabolite:LTA_MRSA,MNXM1092216
bigg.metabolite:LTA_ala,MNXM1092217
bigg.metabolite:LTAala_LLA,MNXM1092218
bigg.metabolite:LTAglcnac,MNXM1092219
bigg.metabolite:Lara14lac,MNXM1092220
bigg.metabolite:M00085,MNXM1092221
bigg.metabolite:M00086,MNXM1092222
bigg.metabolite:M00704,MNXM1092223
bigg.metabolite:M00802,MNXM1092224
bigg.metabolite:M00869,MNXM1092225
bigg.metabolite:M00871,MNXM1092226
bigg.metabolite:M00954,MNXM1092227
bigg.metabolite:M00955,MNXM1092228
bigg.metabolite:M00956,MNXM1092229
bigg.metabolite:M00957,MNXM1092230
bigg.metabolite:M00958,MNXM1092231
bigg.metabolite:M00959,MNXM1092232
bigg.metabolite:M00961,MNXM1092233
bigg.metabolite:M00962,MNXM1092234
bigg.metabolite:M00963,MNXM1092235
bigg.metabolite:M00966,MNXM1092236
bigg.metabolite:M00967,MNXM1092237
bigg.metabolite:M01111,MNXM1092238
bigg.metabolite:M01455,MNXM1092239
bigg.metabolite:M01457,MNXM1092240
bigg.metabolite:M01460,MNXM1092241
bigg.metabolite:M01463,MNXM1092242
bigg.metabolite:M01464,MNXM1092243
bigg.metabolite:M01467,MNXM1092244
bigg.metabolite:M01469,MNXM1092245
bigg.metabolite:M01470,MNXM1092246
bigg.metabolite:M01471,MNXM1092247
bigg.metabolite:M01472,MNXM1092248
bigg.metabolite:M01473,MNXM1092249
bigg.metabolite:M01474,MNXM1092250
bigg.metabolite:M01477,MNXM1092251
bigg.metabolite:M01479,MNXM1092252
bigg.metabolite:M01480,MNXM1092253
bigg.metabolite:M01481,MNXM1092254
bigg.metabolite:M01482,MNXM1092255
bigg.metabolite:M01483,MNXM1092256
bigg.metabolite:M01484,MNXM1092257
bigg.metabolite:M01485,MNXM1092258
bigg.metabolite:M01486,MNXM1092259
bigg.metabolite:M01489,MNXM1092260
bigg.metabolite:M01494,MNXM1092261
bigg.metabolite:M01496,MNXM1092262
bigg.metabolite:M01497,MNXM1092263
bigg.metabolite:M01508,MNXM1092264
bigg.metabolite:M01509,MNXM1092265
bigg.metabolite:M01510,MNXM1092266
bigg.metabolite:M01807,MNXM1092267
bigg.metabolite:M01869,MNXM1092268
bigg.metabolite:M01870,MNXM1092269
bigg.metabolite:M01871,MNXM1092270
bigg.metabolite:M01872,MNXM1092271
bigg.metabolite:M01881,MNXM1092272
bigg.metabolite:M02012,MNXM1092273
bigg.metabolite:M02013,MNXM1092274
bigg.metabolite:M02186,MNXM1092275
bigg.metabolite:M02446,MNXM1092276
bigg.metabolite:M02449,MNXM1092277
bigg.metabolite:M02490,MNXM1092278
bigg.metabolite:M02491,MNXM1092279
bigg.metabolite:M02560,MNXM1092280
bigg.metabolite:M02561,MNXM1092281
bigg.metabolite:M02909,MNXM1092282
bigg.metabolite:M03017,MNXM1092283
bigg.metabolite:M03131,MNXM1092284
bigg.metabolite:MNXM162,MNXM1092285
bigg.metabolite:Ncarbsar,MNXM1092286
bigg.metabolite:OA11_ST,MNXM1092287
bigg.metabolite:OA11_VL,MNXM1092288
bigg.metabolite:OA11__L,MNXM1092289
bigg.metabolite:OA13_ST,MNXM1092290
bigg.metabolite:OA13_VL,MNXM1092291
bigg.metabolite:OA13__L,MNXM1092292
bigg.metabolite:OA16_ST,MNXM1092293
bigg.metabolite:OA16_VL,MNXM1092294
bigg.metabolite:OA16__L,MNXM1092295
bigg.metabolite:OA17_ST,MNXM1092296
bigg.metabolite:OA17_VL,MNXM1092297
bigg.metabolite:OA17__L,MNXM1092298
bigg.metabolite:OA18_ST,MNXM1092299
bigg.metabolite:OA18_VL,MNXM1092300
bigg.metabolite:OA18__L,MNXM1092301
bigg.metabolite:OA1_3_19_ST,MNXM1092302
bigg.metabolite:OA1_3_19_VL,MNXM1092303
bigg.metabolite:OA1_3_19__L,MNXM1092304
bigg.metabolite:OA21_ST,MNXM1092305
bigg.metabolite:OA21_VL,MNXM1092306
bigg.metabolite:OA21__L,MNXM1092307
bigg.metabolite:OA28ab_ST,MNXM1092308
bigg.metabolite:OA28ab_VL,MNXM1092309
bigg.metabolite:OA28ab__L,MNXM1092310
bigg.metabolite:OA28ac_ST,MNXM1092311
bigg.metabolite:OA28ac_VL,MNXM1092312
bigg.metabolite:OA28ac__L,MNXM1092313
bigg.metabolite:OA2_ST,MNXM1092314
bigg.metabolite:OA2_VL,MNXM1092315
bigg.metabolite:OA2__L,MNXM1092316
bigg.metabolite:OA30_ST,MNXM1092317
bigg.metabolite:OA30_VL,MNXM1092318
bigg.metabolite:OA30__L,MNXM1092319
bigg.metabolite:OA35_ST,MNXM1092320
bigg.metabolite:OA35_VL,MNXM1092321
bigg.metabolite:OA35__L,MNXM1092322
bigg.metabolite:OA38_ST,MNXM1092323
bigg.metabolite:OA38_VL,MNXM1092324
bigg.metabolite:OA38__L,MNXM1092325
bigg.metabolite:OA39_ST,MNXM1092326
bigg.metabolite:OA39_VL,MNXM1092327
bigg.metabolite:OA39__L,MNXM1092328
bigg.metabolite:OA3_10_ST,MNXM1092329
bigg.metabolite:OA3_10_VL,MNXM1092330
bigg.metabolite:OA3_10__L,MNXM1092331
bigg.metabolite:OA40_ST,MNXM1092332
bigg.metabolite:OA40_VL,MNXM1092333
bigg.metabolite:OA40__L,MNXM1092334
bigg.metabolite:OA41_ST,MNXM1092335
bigg.metabolite:OA41_VL,MNXM1092336
bigg.metabolite:OA41__L,MNXM1092337
bigg.metabolite:OA42_ST,MNXM1092338
bigg.metabolite:OA42_VL,MNXM1092339
bigg.metabolite:OA42__L,MNXM1092340
bigg.metabolite:OA43_ST,MNXM1092341
bigg.metabolite:OA43_VL,MNXM1092342
bigg.metabolite:OA43__L,MNXM1092343
bigg.metabolite:OA44_ST,MNXM1092344
bigg.metabolite:OA44_VL,MNXM1092345
bigg.metabolite:OA44__L,MNXM1092346
bigg.metabolite:OA45_ST,MNXM1092347
bigg.metabolite:OA45_VL,MNXM1092348
bigg.metabolite:OA45__L,MNXM1092349
bigg.metabolite:OA47_ST,MNXM1092350
bigg.metabolite:OA47_VL,MNXM1092351
bigg.metabolite:OA47__L,MNXM1092352
bigg.metabolite:OA48_ST,MNXM1092353
bigg.metabolite:OA48_VL,MNXM1092354
bigg.metabolite:OA48__L,MNXM1092355
bigg.metabolite:OA4_ST,MNXM1092356
bigg.metabolite:OA4_VL,MNXM1092357
bigg.metabolite:OA4__L,MNXM1092358
bigg.metabolite:OA50_ST,MNXM1092359
bigg.metabolite:OA50_VL,MNXM1092360
bigg.metabolite:OA50__L,MNXM1092361
bigg.metabolite:OA51_ST,MNXM1092362
bigg.metabolite:OA51_VL,MNXM1092363
bigg.metabolite:OA51__L,MNXM1092364
bigg.metabolite:OA52_ST,MNXM1092365
bigg.metabolite:OA52_VL,MNXM1092366
bigg.metabolite:OA52__L,MNXM1092367
bigg.metabolite:OA53_ST,MNXM1092368
bigg.metabolite:OA53_VL,MNXM1092369
bigg.metabolite:OA53__L,MNXM1092370
bigg.metabolite:OA54,MNXM1092371
bigg.metabolite:OA55_ST,MNXM1092372
bigg.metabolite:OA55_VL,MNXM1092373
bigg.metabolite:OA55__L,MNXM1092374
bigg.metabolite:OA56_ST,MNXM1092375
bigg.metabolite:OA56_VL,MNXM1092376
bigg.metabolite:OA56__L,MNXM1092377
bigg.metabolite:OA57_ST,MNXM1092378
bigg.metabolite:OA57_VL,MNXM1092379
bigg.metabolite:OA57__L,MNXM1092380
bigg.metabolite:OA58_ST,MNXM1092381
bigg.metabolite:OA58_VL,MNXM1092382
bigg.metabolite:OA58__L,MNXM1092383
bigg.metabolite:OA59_ST,MNXM1092384
bigg.metabolite:OA59_VL,MNXM1092385
bigg.metabolite:OA59__L,MNXM1092386
bigg.metabolite:OA60_ST,MNXM1092387
bigg.metabolite:OA60_VL,MNXM1092388
bigg.metabolite:OA60__L,MNXM1092389
bigg.metabolite:OA62_ST,MNXM1092390
bigg.metabolite:OA62_VL,MNXM1092391
bigg.metabolite:OA62__L,MNXM1092392
bigg.metabolite:OA63_ST,MNXM1092393
bigg.metabolite:OA63_VL,MNXM1092394
bigg.metabolite:OA63__L,MNXM1092395
bigg.metabolite:OA65_ST,MNXM1092396
bigg.metabolite:OA65_VL,MNXM1092397
bigg.metabolite:OA65__L,MNXM1092398
bigg.metabolite:OA66_ST,MNXM1092399
bigg.metabolite:OA66_VL,MNXM1092400
bigg.metabolite:OA66__L,MNXM1092401
bigg.metabolite:OA67,MNXM1092402
bigg.metabolite:OA6_14_ST,MNXM1092403
bigg.metabolite:OA6_14_VL,MNXM1092404
bigg.metabolite:OA6_14__L,MNXM1092405
bigg.metabolite:OA7_ST,MNXM1092406
bigg.metabolite:OA7_VL,MNXM1092407
bigg.metabolite:OA7__L,MNXM1092408
bigg.metabolite:OA8_ST,MNXM1092409
bigg.metabolite:OA8_VL,MNXM1092410
bigg.metabolite:OA8__L,MNXM1092411
bigg.metabolite:OA9_46_27_ST,MNXM1092412
bigg.metabolite:OA9_46_27_VL,MNXM1092413
bigg.metabolite:OA9_46_27__L,MNXM1092414
bigg.metabolite:OA9_46_ST,MNXM1092415
bigg.metabolite:OA9_46_VL,MNXM1092416
bigg.metabolite:OA9_46__L,MNXM1092417
bigg.metabolite:OA9_ST,MNXM1092418
bigg.metabolite:OA9_VL,MNXM1092419
bigg.metabolite:OA9__L,MNXM1092420
bigg.metabolite:OA_STmin,MNXM1092421
bigg.metabolite:PG,MNXM1092422
bigg.metabolite:PG_ST,MNXM1092423
bigg.metabolite:PG__L,MNXM1092424
bigg.metabolite:PHAg,MNXM1092425
bigg.metabolite:PROTEIN,MNXM1092426
bigg.metabolite:PROT_LLA,MNXM1092427
bigg.metabolite:PROT_LLA_v3,MNXM1092428
bigg.metabolite:R3hdec4coa,MNXM1092429
bigg.metabolite:R3hdec4e,MNXM1092430
bigg.metabolite:RNA,MNXM1092431
bigg.metabolite:RNA_LLA,MNXM1092432
bigg.metabolite:R_3h4atba,MNXM1092433
bigg.metabolite:R_3h4atbcoa,MNXM1092434
bigg.metabolite:R_3h6atha,MNXM1092435
bigg.metabolite:R_3h6athcoa,MNXM1092436
bigg.metabolite:R_3hcmrs7e,MNXM1092437
bigg.metabolite:R_3hdcaa,MNXM1092438
bigg.metabolite:R_3hdd5ea,MNXM1092439
bigg.metabolite:R_3hdd6coa,MNXM1092440
bigg.metabolite:R_3hdd6e,MNXM1092441
bigg.metabolite:R_3hdda,MNXM1092442
bigg.metabolite:R_3hhdca,MNXM1092443
bigg.metabolite:R_3hhdcoa,MNXM1092444
bigg.metabolite:R_3hhpa,MNXM1092445
bigg.metabolite:R_3hhpcoa,MNXM1092446
bigg.metabolite:R_3hhxa,MNXM1092447
bigg.metabolite:R_3hnonaa,MNXM1092448
bigg.metabolite:R_3hnonacoa,MNXM1092449
bigg.metabolite:R_3hocta,MNXM1092450
bigg.metabolite:R_3hpba,MNXM1092451
bigg.metabolite:R_3hpbcoa,MNXM1092452
bigg.metabolite:R_3hpdeca,MNXM1092453
bigg.metabolite:R_3hpdecacoa,MNXM1092454
bigg.metabolite:R_3hphpa,MNXM1092455
bigg.metabolite:R_3hphpcoa,MNXM1092456
bigg.metabolite:R_3hphxa,MNXM1092457
bigg.metabolite:R_3hphxacoa,MNXM1092458
bigg.metabolite:R_3hpnona,MNXM1092459
bigg.metabolite:R_3hpnonacoa,MNXM1092460
bigg.metabolite:R_3hpocta,MNXM1092461
bigg.metabolite:R_3hpoctacoa,MNXM1092462
bigg.metabolite:R_3hppta,MNXM1092463
bigg.metabolite:R_3hpptcoa,MNXM1092464
bigg.metabolite:R_3hpt,MNXM1092465
bigg.metabolite:R_3hptcoa,MNXM1092466
bigg.metabolite:R_3htd58coa,MNXM1092467
bigg.metabolite:R_3htd58e,MNXM1092468
bigg.metabolite:R_3htd5coa,MNXM1092469
bigg.metabolite:R_3htd5e,MNXM1092470
bigg.metabolite:R_3httdca,MNXM1092471
bigg.metabolite:R_actn,MNXM1092472
bigg.metabolite:SOLPOOL,MNXM1092473
bigg.metabolite:ST_xan,MNXM1092474
bigg.metabolite:WTA40r,MNXM1092475
bigg.metabolite:WTA40rPG,MNXM1092476
bigg.metabolite:WTA40r_ala,MNXM1092477
bigg.metabolite:WTA40r_glcnac,MNXM1092478
bigg.metabolite:WTA40raPG,MNXM1092479
bigg.metabolite:WTA40rgPG,MNXM1092480
bigg.metabolite:WTA_PG,MNXM1092481
bigg.metabolite:a23op,MNXM1092482
bigg.metabolite:a24op,MNXM1092483
bigg.metabolite:a2m2prpnte,MNXM1092484
bigg.metabolite:a45imzc,MNXM1092485
bigg.metabolite:a4imz,MNXM1092486
bigg.metabolite:a53oh,MNXM1092487
bigg.metabolite:a5pn,MNXM1092488
bigg.metabolite:a_D_glucose,MNXM1092489
bigg.metabolite:a_gal__D,MNXM1092490
bigg.metabolite:aaacp,MNXM1092491
bigg.metabolite:aac24dab,MNXM1092492
bigg.metabolite:aacp,MNXM1092493
bigg.metabolite:aad,MNXM1092494
bigg.metabolite:ab3coa,MNXM1092495
bigg.metabolite:abdmagdpu,MNXM1092496
bigg.metabolite:abg4,MNXM1092497
bigg.metabolite:acACP_MRSA,MNXM1092498
bigg.metabolite:acacacp,MNXM1092499
bigg.metabolite:acacp,MNXM1092500
bigg.metabolite:acadl,MNXM1092501
bigg.metabolite:acampnt,MNXM1092502
bigg.metabolite:acap,MNXM1092503
bigg.metabolite:acara,MNXM1092504
bigg.metabolite:acb,MNXM1092505
bigg.metabolite:acbda,MNXM1092506
bigg.metabolite:accb,MNXM1092507
bigg.metabolite:accp,MNXM1092508
bigg.metabolite:acgala,MNXM1092509
bigg.metabolite:acgamm,MNXM1092510
bigg.metabolite:acgpail_pf_18_0_18_1,MNXM1092511
bigg.metabolite:achom__L,MNXM1092512
bigg.metabolite:acile__L,MNXM1092513
bigg.metabolite:acleu__L,MNXM1092514
bigg.metabolite:acmet,MNXM1092515
bigg.metabolite:acmtsoxin,MNXM1092516
bigg.metabolite:acolipa_LptA,MNXM1092517
bigg.metabolite:HC00342,MNXM1092518
bigg.metabolite:acon,MNXM1092518
bigg.metabolite:acon_C,MNXM1092518
bigg.metabolite:acp,MNXM1092519
bigg.metabolite:acpptrn,MNXM1092520
bigg.metabolite:act,MNXM1092521
bigg.metabolite:acthr__L,MNXM1092522
bigg.metabolite:actn__S,MNXM1092523
bigg.metabolite:aeioh,MNXM1092524
bigg.metabolite:ag160,MNXM1092525
bigg.metabolite:aglaa,MNXM1092526
bigg.metabolite:aglp,MNXM1092527
bigg.metabolite:aglp2,MNXM1092528
bigg.metabolite:agly3p_LLA,MNXM1092529
bigg.metabolite:agpc23,MNXM1092530
bigg.metabolite:agps23,MNXM1092531
bigg.metabolite:aibut,MNXM1092532
bigg.metabolite:aksuc,MNXM1092533
bigg.metabolite:al26da,MNXM1092534
bigg.metabolite:alaACP,MNXM1092535
bigg.metabolite:ala_L_thr__L,MNXM1092536
bigg.metabolite:ala_gln,MNXM1092537
bigg.metabolite:ala_his,MNXM1092538
bigg.metabolite:ala_leu,MNXM1092539
bigg.metabolite:alagly,MNXM1092540
bigg.metabolite:alahis,MNXM1092541
bigg.metabolite:alaleu,MNXM1092542
bigg.metabolite:alathr,MNXM1092543
bigg.metabolite:alatrp,MNXM1092544
bigg.metabolite:aldehyde,MNXM1092545
bigg.metabolite:algac_MG_14,MNXM1092546
bigg.metabolite:algac_MG_23,MNXM1092547
bigg.metabolite:algac_MG_32,MNXM1092548
bigg.metabolite:algac_MG_41,MNXM1092549
bigg.metabolite:algac__M,MNXM1092550
bigg.metabolite:alincoa,MNXM1092551
bigg.metabolite:alkane,MNXM1092552
bigg.metabolite:allocy,MNXM1092553
bigg.metabolite:allocy_exc,MNXM1092554
bigg.metabolite:alltn__R,MNXM1092555
bigg.metabolite:alpa_pf_16_0,MNXM1092556
bigg.metabolite:alpa_pf_18_0,MNXM1092557
bigg.metabolite:alpa_pf_18_1,MNXM1092558
bigg.metabolite:alpa_pf_18_2,MNXM1092559
bigg.metabolite:alpa_pf_20_4,MNXM1092560
bigg.metabolite:alpla,MNXM1092561
bigg.metabolite:amdglc,MNXM1092562
bigg.metabolite:ammp,MNXM1092563
bigg.metabolite:ampnt,MNXM1092564
bigg.metabolite:amycolate82,MNXM1092565
bigg.metabolite:amylose,MNXM1092566
bigg.metabolite:andrs14dn317dn,MNXM1092567
bigg.metabolite:ant24Nacds,MNXM1092568
bigg.metabolite:ant24glcs,MNXM1092569
bigg.metabolite:antcard,MNXM1092570
bigg.metabolite:antla24s,MNXM1092571
bigg.metabolite:antp24u,MNXM1092572
